epoch,loss,mae,mix_ssim_3d_mae_loss,mse,ssim_3d_loss,val_loss,val_mae,val_mix_ssim_3d_mae_loss,val_mse,val_ssim_3d_loss
12,0.052347540855407715,0.052347540855407715,0.09953542053699493,0.006901789456605911,0.14672328531742096,0.06896340847015381,0.06896340847015381,0.11579174548387527,0.008962387219071388,0.16262009739875793
13,0.04865650087594986,0.04865649342536926,0.08875574171543121,0.006197365000844002,0.12885499000549316,0.06935858726501465,0.06935858726501465,0.11575732380151749,0.008930312469601631,0.16215604543685913
14,0.05154038965702057,0.051540397107601166,0.0939876064658165,0.006694864481687546,0.13643483817577362,0.06893905252218246,0.06893905252218246,0.11502400040626526,0.008964701555669308,0.16110895574092865
15,0.049157142639160156,0.04915715008974075,0.08731530606746674,0.006274891085922718,0.12547346949577332,0.06953427195549011,0.06953427195549011,0.11516273766756058,0.009007311426103115,0.16079120337963104
16,0.05011998862028122,0.05011999234557152,0.08963966369628906,0.0064415959641337395,0.1291593462228775,0.0685494989156723,0.0685494989156723,0.1126958504319191,0.008753601461648941,0.1568421870470047
17,0.04807497560977936,0.04807497560977936,0.08378706127405167,0.006053590681403875,0.11949914693832397,0.06673893332481384,0.06673893332481384,0.10954441875219345,0.008478054776787758,0.15234990417957306
18,0.04962477087974548,0.04962477087974548,0.08608553558588028,0.00631670979782939,0.12254629284143448,0.06711422652006149,0.06711422652006149,0.10951004177331924,0.008475419133901596,0.1519058793783188
19,0.04799574986100197,0.04799574986100197,0.08299063891172409,0.006008613854646683,0.11798550933599472,0.0658508837223053,0.0658508837223053,0.10644280165433884,0.008301682770252228,0.14703470468521118
20,0.04997962340712547,0.049979619681835175,0.08710756152868271,0.006306521128863096,0.12423550337553024,0.064973384141922,0.064973384141922,0.10381930321455002,0.008008906617760658,0.14266520738601685
21,0.04864499717950821,0.04864499345421791,0.08311638981103897,0.00603607390075922,0.11758779734373093,0.06547468155622482,0.06547468155622482,0.10461211204528809,0.008194812573492527,0.14374953508377075
22,0.047741636633872986,0.04774163290858269,0.08169469982385635,0.0058990223333239555,0.11564774811267853,0.06585987657308578,0.06585987657308578,0.1028299555182457,0.007973207160830498,0.139800027012825
23,0.04740266874432564,0.04740266501903534,0.0808020830154419,0.005790540017187595,0.11420150101184845,0.06426949799060822,0.06426949799060822,0.10167435556650162,0.007937313057482243,0.13907921314239502
24,0.046309296041727066,0.046309296041727066,0.07903747260570526,0.005655199754983187,0.11176566034555435,0.06388581544160843,0.06388581544160843,0.10011226683855057,0.007747065741568804,0.1363387256860733
25,0.04742520675063133,0.04742521047592163,0.07889699190855026,0.005784967914223671,0.11036872863769531,0.06263197213411331,0.06263197213411331,0.09707017987966537,0.0075393859297037125,0.13150839507579803
26,0.04729381203651428,0.04729381203651428,0.07871484011411667,0.005773366894572973,0.11013588309288025,0.06233077868819237,0.06233077868819237,0.09700516611337662,0.007398785091936588,0.13167954981327057
27,0.047283679246902466,0.047283679246902466,0.08069264888763428,0.00577349029481411,0.11410163342952728,0.06618741154670715,0.06618741154670715,0.10026580840349197,0.008096318691968918,0.1343442052602768
28,0.045528799295425415,0.045528799295425415,0.07582850009202957,0.00544964661821723,0.10612817108631134,0.06295648217201233,0.06295648217201233,0.09644108265638351,0.007474549114704132,0.1299256682395935
29,0.04673125222325325,0.04673125967383385,0.07651924341917038,0.005636013112962246,0.1063072606921196,0.06503821909427643,0.06503821909427643,0.0994366779923439,0.0076503935270011425,0.13383512198925018
30,0.044482115656137466,0.044482119381427765,0.07231804728507996,0.005257721059024334,0.10015400499105453,0.061969365924596786,0.061969365924596786,0.09445708990097046,0.007243104744702578,0.12694482505321503
31,0.0438217855989933,0.0438217855989933,0.07109347730875015,0.0050694202072918415,0.0983651652932167,0.0618046410381794,0.0618046410381794,0.09489241987466812,0.007319301832467318,0.12798020243644714
32,0.043818626552820206,0.043818630278110504,0.0705011785030365,0.0051016006618738174,0.09718373417854309,0.06087103858590126,0.06087103858590126,0.09220198541879654,0.006982726510614157,0.12353292852640152
33,0.04511663690209389,0.04511663317680359,0.07325360924005508,0.005262564867734909,0.10139059275388718,0.05984820798039436,0.05984821170568466,0.08987066894769669,0.006808999460190535,0.1198931336402893
34,0.0437118224799633,0.0437118262052536,0.07017017900943756,0.004997990559786558,0.09662853181362152,0.05936168506741524,0.05936168506741524,0.08937495946884155,0.006803302094340324,0.11938824504613876
35,0.0454072579741478,0.0454072505235672,0.07260206341743469,0.00520710414275527,0.09979686886072159,0.05968117341399193,0.05968117341399193,0.08921879529953003,0.0068559967912733555,0.11875642091035843
36,0.04385104775428772,0.04385104775428772,0.07014065980911255,0.005063519813120365,0.09643027931451797,0.059125591069459915,0.059125594794750214,0.0880313441157341,0.0067240591160953045,0.11693709343671799
37,0.044519368559122086,0.04451936483383179,0.07034165412187576,0.005066489335149527,0.09616392850875854,0.059162210673093796,0.0591622069478035,0.08903506398200989,0.00683134701102972,0.11890792101621628
38,0.044115856289863586,0.044115860015153885,0.06984852999448776,0.004962974693626165,0.09558118879795074,0.06016254797577858,0.06016254797577858,0.09013441950082779,0.007130119483917952,0.1201062873005867
39,0.04391390085220337,0.04391390085220337,0.06942583620548248,0.004868797026574612,0.0949377790093422,0.06421778351068497,0.06421778351068497,0.09787826985120773,0.008155230432748795,0.1315387636423111
40,0.04320055618882179,0.04320056363940239,0.06764432042837143,0.0048251100815832615,0.09208806604146957,0.060447316616773605,0.060447316616773605,0.09207149595022202,0.00713493674993515,0.12369566410779953
41,0.040978848934173584,0.04097885638475418,0.06304579973220825,0.004443363752216101,0.08511276543140411,0.06005466356873512,0.06005466356873512,0.08951223641633987,0.007035671267658472,0.11896980553865433
42,0.04141728952527046,0.041417285799980164,0.06418952345848083,0.004476660862565041,0.08696175366640091,0.05838556960225105,0.05838557332754135,0.08595175296068192,0.006525937467813492,0.11351794004440308
43,0.04104304686188698,0.04104304686188698,0.06271157413721085,0.004426967818289995,0.08438010513782501,0.05736615136265755,0.057366155087947845,0.08376749604940414,0.006425763014703989,0.11016884446144104
44,0.04159177467226982,0.04159177467226982,0.06311219185590744,0.004429727327078581,0.08463260531425476,0.05949707329273224,0.05949707329273224,0.08863329887390137,0.006837645545601845,0.11776953935623169
45,0.0409686416387558,0.0409686341881752,0.06282148510217667,0.0043591042049229145,0.08467432111501694,0.056881096214056015,0.056881096214056015,0.08334393054246902,0.0062789032235741615,0.10980677604675293
46,0.040834326297044754,0.040834326297044754,0.061756640672683716,0.004316694103181362,0.08267893642187119,0.056048791855573654,0.056048791855573654,0.08106351643800735,0.006148241460323334,0.10607823729515076
47,0.04118684306740761,0.041186846792697906,0.06197723373770714,0.004360130988061428,0.08276762813329697,0.056239571422338486,0.056239571422338486,0.08168617635965347,0.006078124977648258,0.10713276267051697
48,0.0399327427148819,0.0399327427148819,0.05966341122984886,0.004170037340372801,0.07939408719539642,0.05913732573390007,0.05913732200860977,0.08875345438718796,0.006884902250021696,0.11836957931518555
49,0.04093647375702858,0.04093647375702858,0.061555247753858566,0.004262600094079971,0.08217404037714005,0.057791274040937424,0.057791274040937424,0.08502378314733505,0.006432951427996159,0.11225629597902298
50,0.04100312665104866,0.04100312292575836,0.06252957880496979,0.004380368161946535,0.08405602723360062,0.06317327916622162,0.06317327916622162,0.09627165645360947,0.0075863865204155445,0.1293700486421585
51,0.04197768121957779,0.04197768494486809,0.06661868840456009,0.004499473609030247,0.09125970304012299,0.05810721591114998,0.05810721963644028,0.08509516716003418,0.0062684789299964905,0.11208309978246689
52,0.040277235209941864,0.04027722775936127,0.060276176780462265,0.004184491466730833,0.08027514070272446,0.05648220703005791,0.05648220330476761,0.08158339560031891,0.006137796211987734,0.1066845953464508
53,0.04083465784788132,0.04083465412259102,0.06131475046277046,0.0042565977200865746,0.0817948430776596,0.05740521475672722,0.05740521103143692,0.0800292044878006,0.006018863525241613,0.10265319794416428
54,0.04009406641125679,0.04009405896067619,0.06059199199080467,0.004156569950282574,0.08108991384506226,0.05428536608815193,0.05428536981344223,0.0774436667561531,0.005655182525515556,0.10060197114944458
55,0.03921797126531601,0.03921797126531601,0.05830760300159454,0.003981475252658129,0.07739723473787308,0.05657632276415825,0.05657632276415825,0.08248008042573929,0.006179822143167257,0.10838385671377182
56,0.03944820165634155,0.03944820165634155,0.057686347514390945,0.00393180176615715,0.07592449337244034,0.054152220487594604,0.054152220487594604,0.0772637352347374,0.005632411688566208,0.10037525743246078
57,0.03801075741648674,0.03801075369119644,0.05579615384340286,0.0038014939054846764,0.07358156144618988,0.05497818812727928,0.05497818812727928,0.07787563651800156,0.005727128125727177,0.10077307373285294
58,0.03932981565594673,0.03932981938123703,0.058019500225782394,0.003968369215726852,0.07670916616916656,0.05516660585999489,0.05516660585999489,0.07948610186576843,0.005882538855075836,0.10380560159683228
59,0.03908705338835716,0.039087049663066864,0.05749686062335968,0.0038814274594187737,0.0759066566824913,0.05485556647181511,0.05485556274652481,0.07872580736875534,0.005838037468492985,0.10259604454040527
60,0.03731521591544151,0.03731521591544151,0.05439640209078789,0.003698108484968543,0.07147759944200516,0.05295027419924736,0.05295027419924736,0.07458482682704926,0.0053805094212293625,0.09621938318014145
61,0.03919479250907898,0.03919479623436928,0.05734390765428543,0.003913590218871832,0.07549302279949188,0.05370773747563362,0.05370774120092392,0.07613664120435715,0.005551383830606937,0.09856554865837097
62,0.03822620213031769,0.03822619840502739,0.055745720863342285,0.0037831985391676426,0.07326523959636688,0.05263549089431763,0.05263549089431763,0.07375840097665787,0.005349555518478155,0.09488130360841751
63,0.03818008676171303,0.03818008303642273,0.05530808866024017,0.0037731581833213568,0.07243609428405762,0.05759953334927559,0.05759953707456589,0.08185041695833206,0.0064673349261283875,0.10610129684209824
64,0.038096074014902115,0.03809607774019241,0.05539129674434662,0.0037460336461663246,0.07268651574850082,0.05324380099773407,0.05324380099773407,0.07302135974168777,0.00533038005232811,0.09279891103506088
65,0.03843486309051514,0.038434866815805435,0.05671185627579689,0.003784181084483862,0.07498884946107864,0.05299263820052147,0.05299263820052147,0.07405928522348404,0.005322867538779974,0.0951259434223175
66,0.03922146186232567,0.03922146558761597,0.056901078671216965,0.003879210213199258,0.07458068430423737,0.05623979866504669,0.05623979866504669,0.08036249876022339,0.006175192538648844,0.10448518395423889
67,0.03786139190196991,0.03786138817667961,0.05345793068408966,0.003675008425489068,0.06905446946620941,0.05467801168560982,0.054678015410900116,0.07788505405187607,0.005748181138187647,0.10109209269285202
68,0.03817217797040939,0.03817218169569969,0.05479845777153969,0.003686188952997327,0.07142473012208939,0.05365299805998802,0.05365299805998802,0.07433830946683884,0.005400529131293297,0.09502362459897995
69,0.03809406980872154,0.03809406980872154,0.05355580523610115,0.003660268150269985,0.06901754438877106,0.05652907118201256,0.05652907118201256,0.0807650163769722,0.006184575613588095,0.10500095039606094
70,0.03859936073422432,0.03859935700893402,0.0553903691470623,0.00372397992759943,0.07218137383460999,0.05262177810072899,0.05262177810072899,0.0739746242761612,0.005409186705946922,0.0953274667263031
71,0.03769601136445999,0.03769601508975029,0.05383661389350891,0.003601084928959608,0.06997720152139664,0.05278443172574043,0.05278443172574043,0.07413135468959808,0.005413779988884926,0.09547827392816544
72,0.03703524172306061,0.03703523799777031,0.051954131573438644,0.0035306792706251144,0.06687302887439728,0.051890891045331955,0.051890887320041656,0.07164479047060013,0.005200954154133797,0.091398686170578
73,0.03764696791768074,0.03764696791768074,0.0537797249853611,0.0036123418249189854,0.06991247832775116,0.053074028342962265,0.053074028342962265,0.07385629415512085,0.005399882327765226,0.09463856369256973
74,0.03723609074950218,0.03723609074950218,0.05241658538579941,0.003528759814798832,0.06759707629680634,0.05147209390997887,0.05147209390997887,0.07126394659280777,0.00512614194303751,0.09105578809976578
75,0.037012405693531036,0.037012405693531036,0.05274796485900879,0.0035434067249298096,0.06848350912332535,0.05439673736691475,0.05439673736691475,0.07722742110490799,0.00570777989923954,0.10005808621644974
76,0.037041906267404556,0.037041906267404556,0.052234068512916565,0.003475438803434372,0.06742623448371887,0.0535842590034008,0.053584255278110504,0.07415973395109177,0.005596901755779982,0.09473520517349243
77,0.03664131462574005,0.03664132207632065,0.05208912864327431,0.0034693775232881308,0.06753695011138916,0.052043717354536057,0.05204371362924576,0.07223162055015564,0.005240844562649727,0.09241951256990433
78,0.036667004227638245,0.03666700795292854,0.05191320180892944,0.0034675532951951027,0.06715939939022064,0.051931917667388916,0.051931917667388916,0.0717117190361023,0.005199756473302841,0.09149152040481567
79,0.03579619154334068,0.03579619154334068,0.05000605806708336,0.003371624741703272,0.06421592831611633,0.05338644981384277,0.05338644981384277,0.07466614991426468,0.005565909203141928,0.09594584256410599
80,0.03669408708810806,0.036694079637527466,0.05153835937380791,0.0034745933953672647,0.06638265401124954,0.05567898228764534,0.05567898601293564,0.07860824465751648,0.006092324387282133,0.10153749585151672
81,0.0359550379216671,0.0359550379216671,0.05094342306256294,0.003358078422024846,0.06593181937932968,0.05257267877459526,0.05257267877459526,0.07330764085054398,0.005338357295840979,0.09404259920120239
82,0.035314206033945084,0.035314206033945084,0.04891352728009224,0.003285718383267522,0.0625128448009491,0.053612496703863144,0.053612496703863144,0.0754445418715477,0.005595549009740353,0.09727657586336136
83,0.03510340303182602,0.03510339930653572,0.04866643622517586,0.0032313992269337177,0.0622294656932354,0.05110175535082817,0.05110175535082817,0.0705079510807991,0.005029517225921154,0.08991414308547974
84,0.03559033200144768,0.03559033200144768,0.04959600418806076,0.00331246480345726,0.06360168755054474,0.05058852210640907,0.05058852210640907,0.06892799586057663,0.004907949827611446,0.08726746588945389
85,0.03491002693772316,0.03491002693772316,0.04838620871305466,0.0032401704229414463,0.06186240166425705,0.051420290023088455,0.051420293748378754,0.07054245471954346,0.00516229122877121,0.08966461569070816
86,0.035375915467739105,0.035375915467739105,0.04884405434131622,0.003277950221672654,0.06231219321489334,0.053274381905794144,0.05327438563108444,0.07490652054548264,0.005462982226163149,0.09653865545988083
87,0.035362858325242996,0.035362862050533295,0.0487479567527771,0.003276730654761195,0.06213304027915001,0.0519738495349884,0.0519738495349884,0.07123307883739471,0.0053177690133452415,0.09049230813980103
88,0.03665958344936371,0.03665957972407341,0.051117829978466034,0.003427950432524085,0.06557607650756836,0.05426506698131561,0.05426506698131561,0.07564699649810791,0.005573502276092768,0.09702891856431961
89,0.03644423559308052,0.03644423186779022,0.05147889629006386,0.0033771018497645855,0.0665135458111763,0.0513029582798481,0.0513029582798481,0.07032562047243118,0.005036864895373583,0.08934828639030457
90,0.03633815050125122,0.03633814677596092,0.04998457431793213,0.0033612120896577835,0.06363101303577423,0.05107380077242851,0.05107380077242851,0.07036042213439941,0.005069870036095381,0.08964704722166061
91,0.03523322567343712,0.03523322194814682,0.04911339282989502,0.0032574227079749107,0.06299354881048203,0.05461322143673897,0.054613225162029266,0.07542436569929123,0.005894856061786413,0.09623551368713379
92,0.03643046319484711,0.03643046319484711,0.05014076456427574,0.003388728015124798,0.06385106593370438,0.05375639721751213,0.05375639721751213,0.07577293366193771,0.005584698636084795,0.0977894738316536
93,0.03648708388209343,0.03648708760738373,0.050569579005241394,0.003357113339006901,0.06465207040309906,0.05277164652943611,0.05277165025472641,0.07316616177558899,0.005429916083812714,0.09356067329645157
94,0.03590983524918556,0.03590983524918556,0.04949720948934555,0.003280092729255557,0.06308458000421524,0.05186964571475983,0.05186964571475983,0.07051890343427658,0.005088849924504757,0.08916815370321274
95,0.036069657653570175,0.03606965392827988,0.04905737563967705,0.0032963589765131474,0.06204511225223541,0.05110522732138634,0.05110522732138634,0.06966260075569153,0.004977602511644363,0.08821999281644821
96,0.034771356731653214,0.034771356731653214,0.04766213893890381,0.003152676159515977,0.06055290624499321,0.05212708190083504,0.05212708190083504,0.0722038522362709,0.005258484277874231,0.09228062629699707
97,0.034991323947906494,0.034991323947906494,0.04769541695713997,0.003158650593832135,0.06039952114224434,0.05061345919966698,0.05061345919966698,0.06880712509155273,0.004912325646728277,0.0870007872581482
98,0.036339953541755676,0.03633994981646538,0.04973091557621956,0.0033128540962934494,0.06312188506126404,0.05058341100811958,0.05058341100811958,0.06935293227434158,0.0049875658005476,0.08812246471643448
99,0.036132555454969406,0.036132555454969406,0.049888335168361664,0.003316208254545927,0.06364412605762482,0.05163170024752617,0.05163170024752617,0.07114741951227188,0.005217977333813906,0.0906631350517273
100,0.03543056547641754,0.03543056920170784,0.04923729598522186,0.0032079501543194056,0.06304401904344559,0.052339766174554825,0.052339766174554825,0.06934799998998642,0.005083330906927586,0.08635623008012772
101,0.03636489063501358,0.03636488318443298,0.050204627215862274,0.003343422431498766,0.06404436379671097,0.051494915038347244,0.05149491876363754,0.07037308067083359,0.0052194781601428986,0.08925124257802963
102,0.03581118583679199,0.03581118583679199,0.04921942576766014,0.0032664472237229347,0.06262766569852829,0.05057781562209129,0.05057781562209129,0.06899548321962357,0.0049596549943089485,0.08741315454244614
103,0.03535575792193413,0.03535575419664383,0.04813443124294281,0.003209188114851713,0.060913119465112686,0.05075472220778465,0.05075472220778465,0.06943321973085403,0.0050213229842484,0.08811172097921371
104,0.03588156774640083,0.03588156774640083,0.049152713268995285,0.003257014788687229,0.062423836439847946,0.05190737172961235,0.05190737172961235,0.07224904000759125,0.005238034762442112,0.09259071201086044
105,0.03518498316407204,0.03518498316407204,0.04832778871059418,0.0031512428540736437,0.06147059425711632,0.04928289353847504,0.04928289353847504,0.06613380461931229,0.0047291480004787445,0.08298471570014954
106,0.034192461520433426,0.034192465245723724,0.04663862660527229,0.003042884636670351,0.059084780514240265,0.050190672278404236,0.050190672278404236,0.06781890988349915,0.004907101392745972,0.08544714003801346
107,0.034915730357170105,0.034915730357170105,0.047779250890016556,0.003109888406470418,0.0606427825987339,0.053155720233917236,0.053155720233917236,0.0720127746462822,0.0052681174129247665,0.09086982160806656
108,0.03537115454673767,0.03537115454673767,0.048204775899648666,0.0031711251940578222,0.06103838235139847,0.0499613992869854,0.0499613955616951,0.06774800270795822,0.0048753940500319,0.08553460240364075
109,0.03427032381296158,0.03427032381296158,0.046553369611501694,0.0030353404581546783,0.058836422860622406,0.05391022935509682,0.05391022935509682,0.07597121596336365,0.005655690561980009,0.09803221374750137
110,0.034435395151376724,0.03443540260195732,0.046604692935943604,0.0030737745109945536,0.05877399072051048,0.049238692969083786,0.049238692969083786,0.06593736261129379,0.004686475731432438,0.0826360210776329
111,0.03490479290485382,0.03490479290485382,0.04764093831181526,0.003108084900304675,0.0603770837187767,0.04897846654057503,0.04897846654057503,0.06558261811733246,0.004677313845604658,0.08218676596879959
112,0.034751687198877335,0.034751687198877335,0.04729946330189705,0.0030877164099365473,0.059847235679626465,0.05282982066273689,0.05282982066273689,0.07289107888936996,0.005514861550182104,0.09295233339071274
113,0.034120090305805206,0.03412008658051491,0.04663250595331192,0.003049911465495825,0.05914491415023804,0.05111238732933998,0.05111238732933998,0.07001088559627533,0.005082340911030769,0.08890938758850098
114,0.03517719358205795,0.03517719358205795,0.04816640168428421,0.003163969377055764,0.061155617237091064,0.05399195849895477,0.05399195849895477,0.07471110671758652,0.005522321444004774,0.09543025493621826
115,0.03632371127605438,0.03632371127605438,0.04942702874541283,0.0032724530901759863,0.06253034621477127,0.04944327101111412,0.04944327101111412,0.06602468341588974,0.004744726698845625,0.08260609954595566
116,0.034266725182533264,0.03426672890782356,0.046575579792261124,0.0030280936043709517,0.05888443812727928,0.052681535482406616,0.052681535482406616,0.06987320631742477,0.005052585154771805,0.08706488460302353
117,0.03394704312086105,0.03394704312086105,0.04509571194648743,0.0029745888896286488,0.0562443733215332,0.05239148065447807,0.052391476929187775,0.07050631940364838,0.005400261841714382,0.08862114697694778
118,0.03415514528751373,0.03415514528751373,0.04621462523937225,0.0029831405263394117,0.05827410891652107,0.04901430010795593,0.04901430010795593,0.06534294784069061,0.004731937777251005,0.08167160302400589
119,0.034156277775764465,0.034156277775764465,0.045976050198078156,0.0030007848981767893,0.05779583379626274,0.05006013438105583,0.05006013438105583,0.06739300489425659,0.004834521561861038,0.08472587913274765
120,0.0350782535970211,0.0350782535970211,0.04793417826294899,0.003109576879069209,0.060790110379457474,0.051710549741983414,0.051710549741983414,0.0705963671207428,0.005129361059516668,0.08948218822479248
121,0.03467942029237747,0.03467941656708717,0.048061877489089966,0.0030652410350739956,0.06144433468580246,0.055321287363767624,0.055321287363767624,0.07689674198627472,0.005976592190563679,0.09847220033407211
122,0.03432362154126167,0.034323617815971375,0.04701564833521843,0.003012994537129998,0.05970768257975578,0.04988471791148186,0.04988471418619156,0.06740770488977432,0.004853701684623957,0.08493069559335709
123,0.034593164920806885,0.034593164920806885,0.04673144593834877,0.003014750313013792,0.058869726955890656,0.05026789382100105,0.05026789754629135,0.06832951307296753,0.004878843668848276,0.08639112859964371
124,0.034612152725458145,0.03461216017603874,0.04672729969024658,0.0030219664331525564,0.05884245038032532,0.04975735768675804,0.04975735768675804,0.06642871350049973,0.004737594164907932,0.08310007303953171
125,0.03442847728729248,0.03442848101258278,0.046886589378118515,0.0030361772514879704,0.059344690293073654,0.049919188022613525,0.049919188022613525,0.06715350598096848,0.004873163532465696,0.08438781648874283
126,0.0345117524266243,0.0345117524266243,0.04645666480064392,0.002993212779983878,0.05840158089995384,0.050289034843444824,0.050289034843444824,0.06738940626382828,0.004974908661097288,0.08448979258537292
127,0.034663695842027664,0.034663692116737366,0.046595558524131775,0.0030399570241570473,0.05852741748094559,0.04945317283272743,0.04945317283272743,0.06566981226205826,0.004694864619523287,0.08188644796609879
128,0.035014793276786804,0.0350148007273674,0.04684159904718399,0.003050055354833603,0.05866838991641998,0.05006298050284386,0.05006298050284386,0.06800621747970581,0.004860541317611933,0.08594945073127747
129,0.03452257439494133,0.03452257812023163,0.046852242201566696,0.0030088985804468393,0.05918191745877266,0.049101993441581726,0.049101993441581726,0.06595111638307571,0.004696546122431755,0.0828002393245697
130,0.034755948930978775,0.034755948930978775,0.047165751457214355,0.003057176945731044,0.05957554280757904,0.050820428878068924,0.05082043260335922,0.069052554666996,0.0050271558575332165,0.08728467673063278
131,0.03404192253947258,0.03404192999005318,0.04500629007816315,0.0029592919163405895,0.055970653891563416,0.048827607184648514,0.048827607184648514,0.06492201238870621,0.0046829828061163425,0.0810164287686348
132,0.03370560705661774,0.03370560705661774,0.04458559677004814,0.0029536550864577293,0.05546559393405914,0.05214418098330498,0.05214418098330498,0.07088128477334976,0.005324595607817173,0.08961840718984604
133,0.03384258598089218,0.03384258598089218,0.04537290707230568,0.002922622486948967,0.056903231889009476,0.04897667095065117,0.04897666722536087,0.0652732327580452,0.004700689110904932,0.08156981319189072
134,0.033855877816677094,0.033855874091386795,0.04505143314599991,0.00293731945566833,0.05624699592590332,0.0512208454310894,0.0512208417057991,0.06818503141403198,0.004864328075200319,0.08514920622110367
135,0.033163707703351974,0.033163707703351974,0.04418623447418213,0.002841779263690114,0.05520874634385109,0.04895348846912384,0.04895348846912384,0.06513699144124985,0.004712186753749847,0.08132049441337585
136,0.0334697887301445,0.0334697887301445,0.04505719244480133,0.002879950450733304,0.05664459243416786,0.04863642528653145,0.04863642528653145,0.06459226459264755,0.004588428419083357,0.08054810017347336
137,0.03366496041417122,0.03366496041417122,0.0447574146091938,0.002904381137341261,0.055849868804216385,0.05126333236694336,0.05126333236694336,0.06942247599363327,0.005011167377233505,0.08758161216974258
138,0.03268392011523247,0.03268392011523247,0.04366052523255348,0.0028245237190276384,0.054637134075164795,0.04847198724746704,0.04847198724746704,0.06375598162412643,0.004542612936347723,0.07903998345136642
139,0.033830855041742325,0.033830855041742325,0.04516821354627609,0.002935873344540596,0.056505560874938965,0.04979318380355835,0.04979318380355835,0.06497389823198318,0.004812914412468672,0.08015460520982742
140,0.03361515700817108,0.03361515328288078,0.044546518474817276,0.002892149146646261,0.05547788366675377,0.04977452754974365,0.04977452754974365,0.0658857449889183,0.004693308845162392,0.08199695497751236
141,0.034378767013549805,0.034378763288259506,0.045854393392801285,0.0029934498015791178,0.057330019772052765,0.04982138052582741,0.04982138052582741,0.0662909671664238,0.004896772559732199,0.08276056498289108
142,0.03383801504969597,0.03383801132440567,0.04537200555205345,0.0029130266048014164,0.05690599977970123,0.04977108910679817,0.04977108910679817,0.06513562053442001,0.004841390997171402,0.08050014823675156
143,0.03415533900260925,0.03415533900260925,0.04588326811790466,0.0029578786343336105,0.057611189782619476,0.050388533622026443,0.050388533622026443,0.06796804070472717,0.004894693847745657,0.0855475440621376
144,0.03357129544019699,0.03357129916548729,0.04508691653609276,0.0029055452905595303,0.05660253390669823,0.051760051399469376,0.051760051399469376,0.06906125694513321,0.0050092292949557304,0.08636247366666794
145,0.03300897404551506,0.03300897404551506,0.04381763935089111,0.002811552956700325,0.054626304656267166,0.0499354787170887,0.049935482442379,0.06661374866962433,0.00495353015139699,0.08329201489686966
146,0.03313764929771423,0.03313764929771423,0.04341502487659454,0.002840066095814109,0.05369240418076515,0.04844234511256218,0.04844234138727188,0.06396384537220001,0.004585898946970701,0.07948534935712814
147,0.034205250442028046,0.034205254167318344,0.0451236218214035,0.0029940104577690363,0.05604199692606926,0.049900371581315994,0.04990037530660629,0.0668933093547821,0.004871024750173092,0.08388624340295792
148,0.037218376994132996,0.0372183695435524,0.05423141270875931,0.0035846407990902662,0.07124444842338562,0.06909487396478653,0.06909487396478653,0.10967794805765152,0.008950134739279747,0.1502610296010971
